시군구명,어린이집코드,어린이집명,어린이집유형,운영현황,우편번호,상세주소,전화번호,팩스번호,홈페이지주소,보육실수,보육실 면적,놀이터수,CCTV총설치수,보육교직원수,정원,현원,시설 위도(좌표값),시설 경도(좌표값),통학차량운영여부,인가일자,휴지시작일자,휴지종료일자,폐지일자,데이터기준일자,제공서비스,반수-만0세,반수-만1세,반수-만2세,반수-만3세,반수-만4세,반수-만5세,반수-영아혼합(만0~2세),반수-유아혼합(만3~5세),반수-특수장애,반수-총계,아동수-만0세,아동수-만1세,아동수-만2세,아동수-만3세,아동수-만4세,아동수-만5세,아동수-영아혼합(만0~2세),아동수-유아혼합(만3~5세),아동수-특수장애,아동수-총계,근속년수-1년미만,근속년수-1년이상~2년미만,근속년수-2년이상~4년미만,근속년수-4년이상~6년미만,근속년수-6년이상,교직원현황-원장,교직원현황-보육교사,교직원현황-특수교사,교직원현황-치료교사,교직원현황-영양사,교직원현황-간호사,교직원현황-간호조무사,교직원현황-조리원,교직원현황-사무직원,교직원현황-총계,데이터수집일
강서구,11500000240,초록별어린이집,가정,정상,7704.0,"서울특별시 강서구 강서로45다길 30-27 106동 201호(화곡동, 초록아파트)",02-2604-9470,02-2692-8162,,3,62.0,0,4,6,20,8,37.54569494,126.8337268,미운영,1999-03-02,,,,2025-06-04,야간연장형,5,2,1,0,0,0,10,0,0,18,0,0,0,0,0,0,8,0,0,8,20.0,40.0,20.0,0.0,20.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2025-06-04 22:16:44.0
광진구,11215000153,아이들세상어린이집,민간,정상,4926.0,서울특별시 광진구 긴고랑로26길 31 (중곡동),02-3436-4611,02-444-3560,,6,156.0,1,12,9,43,21,37.5600545971,127.0845592781,미운영,1999-03-02,,,,2025-06-04,일반,4,2,2,0,0,0,0,0,0,8,6,9,6,0,0,0,0,0,0,21,17.0,17.0,17.0,17.0,33.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2025-06-04 20:14:52.0
마포구,11440000035,신석어린이집,국공립,정상,4091.0,서울특별시 마포구 대흥로 11 (현석동),02-704-2269,02-704-2279,http://cafe.daum.net/shinsukdc,10,481.0,4,27,33,150,121,37.5431899,126.9347839,미운영,1999-03-02,,,,2025-06-04,"장애아통합,야간연장형",2,6,4,3,2,2,0,2,2,23,6,24,27,19,13,28,0,0,4,121,44.0,0.0,20.0,4.0,32.0,1.0,25.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,33.0,2025-06-04 22:16:21.0
관악구,11620000025,구립미래클어린이집,국공립,정상,8852.0,서울특별시 관악구 법원단지2길 15-4 (신림동) [난곡동],02-863-7001,02-863-7011,http://iseoul.seoul.go.kr/homepage/main.do?stCode=11620000025,7,327.0,1,13,13,79,60,37.473683870760894,126.9198204540741,미운영,1999-03-02,,,,2025-06-04,야간연장형,2,2,2,1,1,1,3,3,0,15,0,5,6,15,17,0,2,15,0,60,40.0,20.0,40.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,2025-06-04 22:17:31.0
용산구,11170000063,효창어린이집,민간,정상,4319.0,서울특별시 용산구 효창원로69길 14-3 (효창동),02-711-5408,02-3272-5061,,6,238.0,2,15,11,84,28,37.541564620744175,126.9606908669794,운영,1999-03-02,,,,2025-06-04,일반,1,2,0,0,0,0,5,2,0,10,2,3,0,0,0,0,5,18,0,28,50.0,13.0,25.0,0.0,13.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,2025-06-04 22:14:30.0
광진구,11215000057,구립 대원어린이집,국공립,정상,4950.0,서울특별시 광진구 자양로43길 115 (중곡동),02-3437-7173,02-3437-7174,,4,190.0,1,8,10,44,31,37.55559176186261,127.08896332698151,미운영,1999-03-02,,,,2025-06-04,야간연장형,1,2,2,0,0,0,2,1,0,8,2,10,6,0,0,0,5,8,0,31,50.0,25.0,13.0,0.0,13.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,2025-06-04 20:14:52.0
구로구,11530000200,새하늘어린이집,가정,정상,8325.0,"서울특별시 구로구 구일로4길 46 201동 101호(구로동, 현대연예인아파트)",02-858-1430,02-858-1430,,3,60.0,0,4,6,19,12,37.49303544,126.8756823,미운영,1999-02-24,,,,2025-06-04,일반,0,1,1,0,0,0,1,0,0,3,0,3,7,0,0,0,2,0,0,12,40.0,40.0,0.0,0.0,20.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2025-06-04 22:16:52.0
광진구,11215000109,구립 능동어린이집,국공립,정상,4988.0,서울특별시 광진구 천호대로114길 47 (능동),02-458-0670,02-458-0696,,5,194.0,1,15,13,94,59,37.55357491350493,127.08196709028492,미운영,1999-02-23,,,,2025-06-04,야간연장형,0,2,2,1,1,1,0,0,0,7,0,10,14,8,16,11,0,0,0,59,10.0,20.0,20.0,10.0,40.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,2025-06-04 20:14:52.0
성동구,11200000045,한양대학교 한양어린이집,직장,정상,4763.0,서울특별시 성동구 왕십리로 222-1 한양대학교 내,02-2220-1528,02-2296-1550,hychild.kidis.co.kr,6,213.0,2,13,13,81,50,37.55889657,127.0361608,미운영,1999-02-20,,,,2025-06-04,일반,0,3,2,1,0,0,0,1,0,7,0,13,13,9,0,0,0,15,0,50,30.0,20.0,30.0,0.0,20.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,2025-06-04 22:14:41.0
강남구,11680000055,강남역삼럭키어린이집,가정,정상,6262.0,"서울특별시 강남구 논현로 213 102동 116호(도곡동, 역삼럭키아파트)",02-575-3213,,,3,75.0,3,4,9,20,20,37.49043629,127.0401837,미운영,1999-02-19,,,,2025-06-04,일반,2,2,1,0,0,0,0,0,0,5,6,9,5,0,0,0,0,0,0,20,29.0,14.0,43.0,0.0,14.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2025-06-04 09:26:13.0
서대문구,11410000081,푸른솔어린이집,가정,정상,3710.0,"서울특별시 서대문구 가재울로 45 102동 104호(남가좌동, 현대아파트)",02-374-9566,02-304-9566,,3,84.0,0,4,4,19,11,37.57521046046335,126.92095582932734,미운영,1999-02-18,,,,2025-06-04,일반,2,2,1,0,0,0,2,0,0,7,0,3,7,0,0,0,1,0,0,11,50.0,25.0,0.0,0.0,25.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2025-06-04 22:16:11.0
서대문구,11410000036,예꼴예능어린이집,민간,정상,3733.0,서울특별시 서대문구 독립문공원길 17 예꼴예능어린이집,02-392-8189,02-392-8188,,7,265.0,1,9,13,70,31,37.57238037845996,126.95520037387408,운영,1999-02-18,,,,2025-06-04,일반,3,1,2,0,0,0,0,1,0,7,8,5,10,0,0,0,0,8,0,31,44.0,22.0,0.0,11.0,22.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,2025-06-04 22:16:11.0
강남구,11680000014,목련어린이집,국공립,정상,6336.0,서울특별시 강남구 개포로 617-8,02-3412-1998,02-3412-1997,http://gncare.go.kr/gmokryun,6,293.0,2,22,30,109,69,37.49402874,127.0777321,미운영,1999-02-01,,,,2025-06-04,"장애아통합,방과후통합,야간연장형",5,7,4,2,1,1,0,2,14,36,9,20,14,11,0,0,0,0,15,69,21.0,16.0,21.0,5.0,37.0,1.0,18.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,30.0,2025-06-04 09:26:13.0
구로구,11530000011,명화어린이집,국공립,정상,8337.0,서울특별시 구로구 개봉로17다길 6 (개봉동),02-2612-2552,02-2612-3793,,5,314.0,3,15,17,79,69,37.49344959,126.8551028,미운영,1999-02-01,,,,2025-06-04,야간연장형,3,3,3,1,0,0,0,1,0,11,4,15,20,15,0,0,0,15,0,69,79.0,0.0,0.0,14.0,7.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,2025-06-04 22:16:51.0
영등포구,11560000108,푸른어린이집,국공립,정상,7310.0,서울특별시 영등포구 신길로62나길 3-1,02-835-0835,02-835-0836,,4,101.0,1,15,12,30,28,37.51321793,126.9167725,미운영,1999-01-28,,,,2025-06-04,야간연장형,3,2,2,0,0,0,0,0,0,7,6,10,12,0,0,0,0,0,0,28,10.0,10.0,50.0,10.0,20.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,2025-06-04 22:17:12.0
도봉구,11320000084,엘림어린이집,민간,정상,1316.0,서울특별시 도봉구 시루봉로11길 25 (방학동),02-3493-9194,02-3493-3390,,5,178.0,1,9,10,67,22,37.66418249,127.0270733,운영,1999-01-27,,,,2025-06-04,일반,1,1,2,1,1,1,3,6,0,16,0,3,4,0,0,0,2,9,0,18,29.0,14.0,29.0,0.0,29.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,2025-06-04 22:15:41.0
광진구,11215000094,구립 성심어린이집,국공립,정상,4925.0,서울특별시 광진구 용마산로3길 60 (중곡동),02-3437-2381,02-454-5770,sungsim5770@hanmail.net,6,367.0,1,15,19,91,75,37.556595,127.08499,미운영,1999-01-22,,,,2025-06-04,"장애아통합,야간연장형",0,3,2,2,1,1,0,0,1,10,0,13,14,17,13,15,0,0,3,75,36.0,7.0,21.0,0.0,36.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,19.0,2025-06-04 20:14:52.0
강남구,11680000115,서울주택도시공사 으뜸어린이집,직장,정상,6336.0,서울특별시 강남구 개포로 621 SH공사 14동 5호(개포동),02-6940-8680,02-6940-8682,,8,413.0,2,16,17,100,28,37.49417033,127.0787878,미운영,1999-01-12,,,,2025-06-04,일반,3,4,6,2,2,0,0,1,0,18,1,8,11,5,0,0,0,3,0,28,31.0,31.0,31.0,8.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17.0,2025-06-04 09:26:13.0
동대문구,11230000010,한신어린이집,민간,정상,2463.0,서울특별시 동대문구 제기로 131 청량한신2차아파트 단지동 (청량리동),02-957-0656,02-957-0657,hansinkids.com,6,298.0,2,8,16,80,61,37.58799269,127.0492407,운영,1999-01-12,,,,2025-06-04,일반,2,3,2,1,1,1,0,1,0,11,6,13,10,10,12,0,0,10,0,61,58.0,0.0,17.0,0.0,25.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,2025-06-04 22:15:01.0
송파구,11710000093,예일어린이집,민간,정상,5577.0,서울특별시 송파구 백제고분로20길 16 현대아파트 단지내,02-424-9019,02-424-9239,,9,449.0,1,10,12,93,60,37.50390202,127.085322,미운영,1999-01-09,,,,2025-06-04,일반,2,2,3,1,0,0,0,1,0,9,5,10,20,13,0,0,0,12,0,60,30.0,20.0,20.0,10.0,20.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,2025-06-04 22:18:03.0
성동구,11200000122,성동종합사회복지관 부설 방과후 어린이집,국공립,정상,4704.0,서울특별시 성동구 청계천로 506 성동종합사회복지관 부설 방과후어린이집 3층(늘푸른통합교실),02-2290-3163,,http://omni.or.kr/　,1,93.0,0,1,8,20,20,37.57046833,127.0338088,미운영,1999-01-07,,,,2025-06-04,방과후 전담,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,9,9,25.0,25.0,25.0,0.0,25.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2025-06-04 22:14:41.0
동작구,11590000006,구립고은어린이집,국공립,정상,7066.0,서울특별시 동작구 신대방2길 42-10,02-834-1097,02-834-1095,http://iseoul.seoul.go.kr/homepage/main.do?stCode=11590000006,6,430.0,1,13,11,79,21,37.48943548,126.9126121,미운영,1999-01-01,,,,2025-06-04,"장애아통합,야간연장형,휴일보육",0,1,2,1,0,1,2,1,1,9,0,0,5,6,0,0,2,7,1,21,38.0,13.0,25.0,13.0,13.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,2025-06-04 22:17:21.0
강서구,11500000123,고은쁘띠에꼴어린이집,민간,정상,7524.0,서울특별시 강서구 허준로 47 가양2단지도시개발아파트 관리사무소내 (가양동),02-2668-5445,02-2668-5110,,4,105.0,0,6,9,40,19,37.57039342,126.8474419,운영,1998-12-18,,,,2025-06-04,일반,0,1,1,0,0,0,1,1,0,4,0,5,5,0,0,0,2,7,0,19,14.0,43.0,29.0,0.0,14.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2025-06-04 22:16:43.0
구로구,11530000236,은별어린이집,민간,정상,8249.0,서울특별시 구로구 오리로22나길 8-3,02-2684-7053,070-8766-5834,http:// blog.never.com/kidstar2684,10,390.0,2,12,18,99,71,37.4996147,126.8305671,운영,1998-12-18,,,,2025-06-04,야간연장형,3,1,2,1,0,0,2,2,0,11,5,5,15,9,0,0,8,29,0,71,27.0,13.0,20.0,27.0,13.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,2025-06-04 22:16:52.0
송파구,11710000058,다래어린이집,민간,정상,5769.0,서울특별시 송파구 오금로42길 9,02-404-0237,070-4325-0237,,3,174.0,1,4,8,61,15,37.4971474035,127.134340804,미운영,1998-12-14,,,,2025-06-04,야간연장형,3,2,2,0,0,0,5,0,0,12,3,6,0,0,0,0,6,0,0,15,33.0,33.0,17.0,17.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2025-06-04 22:18:02.0
노원구,11350000647,삼육대학교부설어린이집,법인?단체등,정상,1795.0,서울특별시 노원구 화랑로 815 (공릉동),02-3399-1198,02-3399-1199,,5,267.0,0,14,14,49,47,37.64316442,127.106249,미운영,1998-12-12,,,,2025-06-04,일반,0,4,4,0,0,0,0,0,0,8,0,20,27,0,0,0,0,0,0,47,36.0,9.0,9.0,9.0,36.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,2025-06-04 22:15:53.0
영등포구,11560000065,피터팬어린이집,가정,정상,7264.0,"서울특별시 영등포구 당산로 95 102동 101호(당산동2가, 한전현대아파트)",02-2633-8078,02-2633-8078,peterpan.wownara.com.,3,53.0,0,4,9,19,19,37.52400884365797,126.89479297332493,미운영,1998-12-12,,,,2025-06-04,일반,2,2,1,0,0,0,1,0,0,6,5,5,7,0,0,0,2,0,0,19,50.0,13.0,25.0,13.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2025-06-04 22:17:12.0
금천구,11545000012,양문어린이집,법인?단체등,정상,8636.0,서울특별시 금천구 시흥대로45길 35 (시흥동) 1층,02-805-1800,02-802-1801,,3,72.0,1,4,8,27,13,37.44825058,126.9002547,미운영,1998-12-02,,,,2025-06-04,일반,0,2,2,0,0,0,5,0,0,9,0,3,6,0,0,0,4,0,0,13,0.0,33.0,33.0,17.0,17.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2025-06-04 22:17:00.0
강서구,11500000204,달님별님어린이집,가정,정상,7738.0,서울특별시 강서구 곰달래로51길 14 (화곡동),02-2653-1335,,,3,90.0,0,4,7,20,10,37.53236648,126.8584862,미운영,1998-12-01,,,,2025-06-04,야간연장형,1,2,1,0,0,0,2,0,0,6,2,0,5,0,0,0,3,0,0,10,67.0,0.0,33.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2025-06-04 22:16:43.0
노원구,11350000527,사랑샘오감어린이집,가정,정상,1671.0,"서울특별시 노원구 한글비석로 480 206동 105호(상계동, 보람아파트)",02-935-7465,02-2088-7466,,3,79.0,0,4,5,18,14,37.666763,127.065735,미운영,1998-11-13,,,,2025-06-04,일반,2,2,1,0,0,0,0,0,0,5,0,7,7,0,0,0,0,0,0,14,75.0,25.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2025-06-04 22:15:53.0
서대문구,11410000161,홍제동성당부설방과후교실어린이집,민간,정상,3629.0,서울특별시 서대문구 통일로40길 18 (홍제동),02-379-6808,02-396-7773,,3,245.0,1,0,3,60,18,37.59004714,126.9439007,미운영,1998-11-02,,,,2025-06-04,방과후 전담,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2025-06-04 22:16:11.0
관악구,11620000022,구립금강어린이집,국공립,정상,8781.0,서울특별시 관악구 신림로48길 25 (신림동)  [서원동],02-876-8854,02-876-8853,,4,110.0,1,7,9,54,22,37.47941916467786,126.9334763246171,미운영,1998-11-02,,,,2025-06-04,야간연장형,1,1,2,0,0,0,0,1,0,5,2,4,9,0,0,0,0,7,0,22,43.0,43.0,14.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2025-06-04 22:17:31.0
양천구,11470000085,예다인어린이집,민간,정상,7936.0,서울특별시 양천구 월정로6길 14 (신월동),02-2608-9889,02-2696-1363,,5,290.0,1,16,9,86,36,37.52457,126.842579,미운영,1998-10-31,,,,2025-06-04,일반,0,0,1,1,1,1,1,0,0,5,0,0,5,8,12,8,3,0,0,36,33.0,17.0,17.0,0.0,33.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2025-06-04 22:16:32.0
노원구,11350000542,작은꽃어린이집,가정,정상,1676.0,"서울특별시 노원구 노원로 532 915동 103호(상계동, 주공아파트)",02-930-9511,02-930-9511,http://www.cyworld.com/kjhe1105,3,50.0,1,3,4,13,6,37.6628739,127.0602644,미운영,1998-10-20,,,,2025-06-04,일반,3,2,0,0,0,0,3,0,0,8,0,2,0,0,0,0,4,0,0,6,0.0,25.0,50.0,0.0,25.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2025-06-04 22:15:53.0
관악구,11620000065,서울선교어린이집,민간,정상,8792.0,서울특별시 관악구 낙성대로3길 26 1층 (봉천동)   [낙성대동],02-888-7623,02-889-3132,,5,372.0,1,14,11,79,32,37.4741223334,126.9598851191,운영,1998-10-14,,,,2025-06-04,일반,1,2,1,0,0,0,0,2,0,6,0,6,6,0,0,0,0,20,0,32,57.0,0.0,43.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,2025-06-04 22:17:31.0
도봉구,11320000018,방학3동어린이집,국공립,정상,1383.0,서울특별시 도봉구 방학로11길 24 (방학동),02-3493-0009,02-3493-8553,,4,185.0,1,8,12,65,42,37.66122782,127.032415,미운영,1998-10-01,,,,2025-06-04,"장애아통합,야간연장형",0,2,2,1,0,0,0,1,1,7,0,10,14,6,0,0,0,9,3,42,44.0,11.0,33.0,11.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,2025-06-04 22:15:41.0
송파구,11710000027,오금 어린이집,국공립,정상,5731.0,서울특별시 송파구 마천로27길 4 (오금동),02-403-2057,02-403-2059,cafe.dame.net/okem,6,249.0,1,24,21,113,70,37.50256497,127.140532,미운영,1998-10-01,,,,2025-06-04,"장애아통합,야간연장형",0,2,2,2,2,1,0,0,3,12,0,10,14,11,8,19,0,0,8,70,73.0,0.0,13.0,0.0,13.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21.0,2025-06-04 22:18:03.0
구로구,11530000083,현일어린이집,민간,정상,8300.0,서울특별시 구로구 구로중앙로22길 70 (구로동),02-855-6434,02-855-6417,,5,214.0,0,17,9,45,24,37.4988011,126.8889102,미운영,1998-09-29,,,,2025-06-04,일반,0,0,1,0,0,0,2,2,0,5,0,0,5,0,0,0,2,17,0,24,0.0,40.0,60.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2025-06-04 22:16:52.0
강북구,11305000089,제일어린이집,민간,정상,1003.0,서울특별시 강북구 삼양로163길 63 (우이동),02-904-8002,02-904-8114,http://cafe.naver.com/jeil9048002,10,511.0,2,15,24,149,127,37.65930183,127.0107383,운영,1998-09-28,,,,2025-06-04,일반,1,4,6,2,2,2,1,3,0,21,3,15,21,19,36,33,0,0,0,127,19.0,13.0,19.0,13.0,38.0,1.0,16.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,24.0,2025-06-04 22:15:31.0
서초구,11650000025,샤이닝키즈어린이집,민간,정상,6622.0,서울특별시 서초구 서초대로74길 30 (서초동),02-525-2577,02-525-2540,https://cafe.naver.com/shiningkidspreschool,5,154.0,2,6,8,36,15,37.49475351,127.0267819,미운영,1998-09-26,,,,2025-06-04,일반,2,2,1,0,0,0,0,0,0,5,2,7,6,0,0,0,0,0,0,15,67.0,17.0,17.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2025-06-04 22:17:41.0
구로구,11530000019,큰나무어린이집,민간,정상,8230.0,서울특별시 구로구 고척로52길 48 대우아파트단지내,02-3666-1400,02-3666-1400,,6,323.0,1,6,8,70,24,37.50339872786856,126.85511209732525,운영,1998-09-21,,,,2025-06-04,일반,2,0,1,0,0,0,1,1,0,5,5,0,7,0,0,0,4,8,0,24,50.0,17.0,0.0,0.0,33.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2025-06-04 22:16:52.0
강서구,11500000107,아이꿈터어린이집,민간,정상,7532.0,서울특별시 강서구 허준로 234 가양아파트 9단지내 관리사무실 2층 (가양동),02-3663-5300,02-3663-5300,kids1682@hanmail.net,4,72.0,0,6,5,26,12,37.5587194,126.8636755,미운영,1998-09-18,,,,2025-06-04,일반,1,2,1,0,0,0,2,0,0,6,0,3,7,0,0,0,2,0,0,12,0.0,0.0,100.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2025-06-04 22:16:44.0
관악구,11620000069,예은어린이집,민간,정상,8796.0,서울특별시 관악구 인헌17길 25 (봉천동)  [인헌동],02-875-2841,02-875-2841,다음까페8752841,9,131.0,0,16,9,46,24,37.4710229502942,126.9692006309659,운영,1998-09-17,,,,2025-06-04,"일반,시간제보육",0,0,0,0,0,0,3,1,0,4,0,0,0,0,0,0,9,15,0,24,20.0,20.0,60.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,2025-06-04 22:17:31.0
강남구,11680000021,한티어린이집,국공립,정상,6283.0,서울특별시 강남구 영동대로57길 7 대치평생학습관 3층 (대치동),02-501-0079,02-501-0072,http://gncare.go.kr/ghanti,8,332.0,1,20,27,124,91,37.4999546729,127.0669761529,미운영,1998-09-14,,,,2025-06-04,야간연장형,3,6,5,1,0,0,0,1,0,16,9,29,33,13,0,0,0,7,0,91,27.0,32.0,18.0,0.0,23.0,1.0,22.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,27.0,2025-06-04 09:26:14.0
노원구,11350000179,교육촌어린이집,민간,정상,1888.0,서울특별시 노원구 월계로44길 61 (월계동),02-911-8617,02-919-8618,,7,212.0,1,15,13,80,46,37.62222213,127.0535015,운영,1998-09-12,,,,2025-06-04,야간연장형,0,2,2,0,0,0,1,2,0,7,0,9,14,0,0,0,5,18,0,46,9.0,27.0,27.0,9.0,27.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,2025-06-04 22:15:52.0
서대문구,11410000107,명지대학교어린이집,민간,정상,3674.0,서울특별시 서대문구 거북골로 34 (남가좌동),02-300-1830,02-300-1832,,6,247.0,1,11,14,93,55,37.58037792436073,126.92135000167006,미운영,1998-09-11,,,,2025-06-04,일반,0,0,2,1,0,0,1,2,0,6,0,0,11,10,0,0,5,29,0,55,46.0,18.0,18.0,0.0,18.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,2025-06-04 22:16:10.0
강북구,11305000022,구립번2동어린이집,국공립,정상,1139.0,서울특별시 강북구 덕릉로40길 48 (번동),02-981-8550,02-981-8551,,8,659.0,2,11,18,99,60,37.63372973,127.0320216,미운영,1998-09-01,,,,2025-06-04,"장애아통합,야간연장형",1,3,2,1,0,0,0,1,3,11,2,15,13,13,0,0,0,11,6,60,43.0,14.0,7.0,14.0,21.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,2025-06-04 22:15:30.0
도봉구,11320000026,방아골어린이집,국공립,정상,1314.0,서울특별시 도봉구 시루봉로17길 42 방아골종합사회복지관 1층 (방학동),02-3491-5560,02-3491-5420,http://cafe.daum.net/BAGkids,3,134.0,1,8,7,39,21,37.66930235,127.0325788,미운영,1998-09-01,,,,2025-06-04,야간연장형,0,0,1,0,0,0,2,2,0,5,0,0,4,0,0,0,4,13,0,21,20.0,20.0,40.0,0.0,20.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,2025-06-04 22:15:41.0
양천구,11470000069,구립 신목장애아어린이집,국공립,정상,8007.0,서울특별시 양천구 목동동로12길 59 (목동),02-2643-6554,02-2643-6541,,3,79.0,1,8,10,21,13,37.52233495453378,126.87810398583208,미운영,1998-09-01,,,,2025-06-04,장애아전문,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,13,13,0.0,67.0,17.0,17.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,2025-06-04 22:16:31.0
서대문구,11410000041,태양어린이집,민간,정상,3756.0,서울특별시 서대문구 북아현로4길 9-7,02-363-0167,02-362-9853,,7,166.0,0,4,2,39,0,37.55975117,126.9572179,미운영,1998-08-31,,,,2025-06-04,일반,1,1,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2025-06-04 22:16:11.0
중랑구,11260000160,예일어린이집,민간,정상,2094.0,서울특별시 중랑구 동일로126길 6 (중화동),02-438-5678,,www.yeilcare.com,3,161.0,0,4,8,31,16,37.59863624,127.0804627,미운영,1998-08-13,,,,2025-06-04,"야간연장형,시간제보육",3,2,2,0,0,0,0,0,0,7,3,9,4,0,0,0,0,0,0,16,43.0,14.0,43.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2025-06-04 22:15:11.0
중랑구,11260000137,예쁜새싹어린이집,민간,정상,2212.0,서울특별시 중랑구 면목로44라길 12 (면목동),02-433-1539,,,8,350.0,1,16,16,70,67,37.58147132943751,127.0916932524827,운영,1998-08-08,,,,2025-06-04,일반,1,3,1,2,1,1,0,0,0,9,3,15,6,19,12,12,0,0,0,67,17.0,25.0,33.0,8.0,17.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,2025-06-04 22:15:11.0
도봉구,11320000186,꼬맹이어린이집,가정,정상,1324.0,"서울특별시 도봉구 마들로 684-19 110동 101호(도봉동, 서원아파트)",02-3491-3471,02-3491-3471,,3,60.0,0,3,7,13,12,37.67138256,127.0472698,미운영,1998-08-03,,,,2025-06-04,야간연장형,1,0,0,0,0,0,3,0,0,4,2,0,0,0,0,0,10,0,0,12,17.0,0.0,33.0,17.0,33.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2025-06-04 22:15:41.0
